Url,content_count_words
https://premierpartycruises.com/blogs,32
https://premierpartycruises.com/blogs/austin-bachelorette-bliss-spa-retreats-disco-cruises-alcohol-delivery,62
https://premierpartycruises.com/blogs/hello-world,17
